region,review_text,
Tanah Abang,Stayed in the Grand Deluxe Room for a night. The service was top notch. Love love love the bathroom and the view from the room. Headed to Sultan Pizzeria for dinner by the pool (must try!) and had delicious seafood marinara pizza and the tastiest linguine carbonara ever.  Also had a pleasant morning walk around the hotel and generous portion of breakfast! Definitely will comeback :),
Tanah Abang,"I stayed for a night but it was definitely a breath of fresh air. The room was cozy, the food served were delicious, and the staff were warm-hearted and helpful. I especially loved spending my day and night at the pool - a picturesque green oasis literally in the middle of tall skyscrapers without hearing any traffic noises. All in all, my first staycation experience amidst the coronavirus pandemic was absolutely splendid!",
Tanah Abang,"I never stop loving Sultan! One of my favs since I was a kid! I love their spacy bedroom, and I can easily go out for a jog to GBK! I love their Rawon btw! Yumm yumm! And not to forget their new swimming pool! Best!!!!!❤️❤️❤️❤️ cant wait to be back!",
Tanah Abang,"Known this hotel from my friend, she told me that this hotel has a nice view for the rooftop on 6th floor and 11th floor.  They service never make me upset so far, especially for FO and HK, comfort and enjoy to stay here.",
Tanah Abang,"Room was good condition with clean n tidy but when i booked with traveloka, i requested queen size bed, but i got twin bed size, n then i asked to FO, they said queen size wasn't available but in traveloka still available, why reservation dept didn't close on OTA? But, Overall of this hotel is excellent",
Tanah Abang,"One of directions to staycation in Jakarta. Delicious meals, clean facilities and also the rooms are.                     Especially, friendly service provided by them. :) Strong recomended for you to staycation in Jakarta",
Tanah Abang,"Arrived late did not make the service went low. The hotel feels friendly and all staffs are helpful. The breakfast was nice with distancing service in place. Special thanks to the front office team who always at their best service. I’m going to come back to Jakarta next month, and will stay here again!",
Tanah Abang,"The room is quite clean, but I smell smoking odour in the whole room. I call the receptionist and ask for non-smoking room, yet he said all the urban superior room are used for smoking and no-smoking room. So there is no special room for no-smoking room which is very disappointed.  But, the foods are delicious with many variant in place. Don't miss the breakfast.  The swimming pool is quite relaxing.",
Tanah Abang,"I am Feel welcome start from security check by covid 19 protocol till enter the room. Classic wood themed is everywhere really. From lobby, resto, corridor, and end up into the room. Bathrobe, wow... One of unique in town, BATIK... And surprisingly they even provide stationary. which is I never see in anywhere before. Last but not list tqyu for valuable rate... One of recommended for me.",
Tanah Abang,"Kosenda is a small hotel actually, with a strategic location near Sarinah Thamrin and Sabang. The room is very cozy, the interior very unique, they designed like a student or profesional room. small, minimalist, you would feel like at your own room at your home.  There's also Awan lounge, and resto. It has delicious food.",
Tanah Abang,"Been here couple of time and totally and always come back for the room and rooftop awan lounge. Love it and totally nail, urban hotel. Food is great. Room is clean and bed is comfy. I love it and keep it up",
Tanah Abang,"Good food,good service, good location(walking distance to shopping malls and attractions),good price but the room is quite small.I’ll come back next time. I think that you guys should try this hotel. XD",
Tanah Abang,"I already came to this hotel years ago and glad to see it kept its standard of hospitality. I am quite a big fan of small boutique hotel with a lot of charm and this one is packed with it. Everything feels cosy and gives you the real feeling of being like at home. The restaurant is beautiful and the food is great. The bedrooms are not big but they feel really cosy and warm. The lounge at the top is a beautiful sky garden and the best place to relax at the end of the day with a drink. The service is great, super friendly staff. I will definitely stay again and recommend to anyone.",
Tanah Abang,"I got room at 6th floor, and the view at night so good. Staff are very nice, pool is good, the location nearby Grand Indonesia & Tanah Abang. overall I love to stay here, maybe will be back next time!",
Tanah Abang,"Millennium Hotel Sirih, a four-star deluxe, has a vast building. The hotel is well maintained the staff is friendly and helpful. The room looks good, and the bathroom is clean, and this is important. They also support the safety protocols, and the swimming pool is used for several people with a limitation time of around 1 hour for each person. And a suggestion from me to improve the Hotel amenity, thank you",
Tanah Abang,"Next please dont put me on 13th floor, because my little girl saw shadow in the room, and she is crying and want to going down. She is scare and finally she is going down with her mother to report to duty manager on the lobby.",
Tanah Abang,"Booked this hotel because from the flash sale of an online travel ecommerce. The protocol was being applied. The security checked our body temperature. The front office staff aren't really friendly, but they were very clear on telling the regulation and hotels details. the old vibes are very strong felt in the elevator, the keycard was'nt for tapped, instead we needed to slide inside the machine. The room is good, very clean, no strange odor. The bathroom is okay, the amenities just okay. At that time, the kids were disappointed because the pool was closed. According to the staff, it was closed due to Covid-19. So we were just spending the time at the room.",
Tanah Abang,"I have been to quite a few countries, But Jakarta Mulliuen Hotel was impressive with the Hospitality was outstanding with Service the meet more than my expectations, The Front Team was superb in my service to get a shoe, Shopping for friends and restaurants and taxi and moped usage, every time I left my room which was cleaned with lemongrass and the Hallways also. they asked about a breakfast upgrade and Cocktail event each day was divine! God Bless  all of them!!",
Tanah Abang,"Location is amazing.Only few minutes from Grand Indonesia and Plaza Indonesia. Only 2min from metro station. Hotel staff is very polite specially at front desk. It was quick check in no waiting at all. Room was very comfortable,only comment regarding the view. Very clean and spacious enough. Breakfast  nice and fresh. I reccomend this property.It is real value for money.",
Tanah Abang,"Stayed here by myself for a night. Check in was quick, the quickest I've ever experienced. Room was small but warm and didn't feel packed at all. Bed was comfortable, but the pillows were STINKY. I can guarantee that it's not me, because",
Tanah Abang,"We are arrived around 12 PM, and we can check in on that time without waiting till 3PM. Thanks to Shella in the reception for your kind help! They still keeping the protocol to keep the distance and hygiene",
Tanah Abang,"i really had high hopes with this hotel. i mean look at all their pictures! blue, bright and inviting! turns out it was not that great experience.  i checked in there around 4pm, being asked whether i wanted a twin or a double. i picked double room when bought the voucher, why bother asking me again? anyways, i was told only smoking room left for double. i was like, its okay, it wouldnt be that bad.  it was that bad.  the second i stepped out of the lift, i could smell the smoke terribly fill up the hallway. when i entered the room, it was totally humid, and full of secondhand smoke.   the blue carpet was a tad wet. the AC was already on but it didnt breath fresh air. i was thinking it will take times.   the bathroom was okay. took a shower. the shower was horsepower not",
Tanah Abang,"Great stay, very helpful staff - Fajar! Recommended. Good location in the center of Jakarta. Near to many shopping center, MRT stations, restaurants, etc. Reasonable price in thamrin area. Keep the good work!",
Tanah Abang,"I really like the location of this hotel. Very strategic, close to the airport train, MRT and CL.  The staff is very friendly and very helpful. I stayed in the thematic junior suite room. The room is very comfortable. I really like the aromatherapy which makes the room always smell good.  Skyloft restaurant is very comfortable, the food is also delicious. The atmosphere at night is very beautiful with a city view.",
Tanah Abang,"Rest and dine at all seasons very much WORTH IT! Moreover, the service of the Banquet/Restaurant staff, Mas Rofiq, is very friendly and warm.  as well as the Chef on duty at night, received complaints well and educated the kinds of broths used, plus were given delicious complimentary gifts.   One that needs to be IMPROVED ... the room sheets and blankets need to be repaired because they are torn and not suitable, some look old.",
Tanah Abang,"The location of this hotel are magnificent. Near convenient transit point in Jakarta, which include MRT station, Commuter Line Station, Airport Railink Station & BRT Bus Shelter. They also offer great Jakarta's downtown view. The check-in & security check during the pandemic was fast & appreciated. The hospitality are something we whould appraise as well. The only dissapointment we got is the bedroom was a bit dirty, especially the window and floor part. We have toddler so we are pretty much well-detailed about this one. The rooftop restaurant is the highlight of this hotel.",
Tanah Abang,"This is my second visit in this hotel and i am happy this time. Some shortfalls happening during my stay which regarding to room type and room set up + cleanliness but it was rectified immediately by Bunga/MOD on that day.. Many thanks to you, we will be back again next time.. :)",
Tanah Abang,"We had a pleasant stay at All Seasons, because it is very convenient to the MRT Jakarta (very close), KA Bandara / Airport Railink and KRL Commuter Line, and Blora tunnel, a place with mural and fascinating lighting.  Staff were polite and helpful, social distancing applied. The room is bit small, toilet doesnt have wall, but seperated between shower room and toilet room. Double bed is bit narrow. (I suggest you to ask the view to Sudirman)   Breakfast is in the room, delivered by staff from restaurant because COVID19, I order some sunny side up egg and bread, a little glass of juice and water. Just average taste.  Parking lot is not huge, and the elevator is not working at the moment so you must take a stair to lobby, hopefully All Seasons will turn on the elevator/lift right",
Tanah Abang,"We stayed at bright room for four days. The corner room view was excellent, view from above jalan sudirman . The room is clean. The hotel in very good location, close to the shopping mall, gelora bung karno. Breakfast was nice with a lot of choice and hot drinks. Definitely will stay at this hotel again when need a room in jakarta.",
Tanah Abang,"At first i disappointed with their service due when i come to check in around 2.15 PM, the room wasn't ready and i need to wait until 3.30 PM to get my room ready. And the reception also informed that the facility like pool and gym was closed due the pandemic. After waited for more than 1 hours i got my room and the room was spacious and modern facing the sudirman street, semanggi and senayan. My room on 47th floor. And i really love the room because full of glasses. In the next day i run to GBK stadium, and after that i ask the reception is it possible to see the pool, she said yes but the pool was closed but when i arrived at pool, the pool is open there are other guess swimming and i asked the pool staff he said the pool is open. Whaaattt??? How come reception misinformed",
Tanah Abang,I stayed here during the pandemic. I love the fact that the bedsheets are replaced daily and the room is wiped thoroughly. The towels were also replaced daily. In addition the restaurants in the mall downstairs are starting to open which is really convenient so no need to go far away to look for snacks and meals.,
Tanah Abang,"NEVER STAY HERE. Almost $100 for tiny rooms, inedible breakfast, dirty small pool, hot smelly gym, etc. The location may seem good when you book but wait until 5am on a Sunday morning when they are loud alarms and bands and screaming on the street outside. You will not get any sleep at this hotel.",
Tanah Abang,"I have booked a lot of stays for my business trips in Jakarta with Harris Suites fX Sudirman and fortunately I can safely say that they keep improving themselves in terms of room condition and services. The two topmost floors now have better rooms (e.g. multiple international electric plugs, better interior visual, better internet connection) and now they have massage service as well. That being said, the primary reason for me to often book here is the location.  However, there are some things they need to give more attention. The first one is that the Pay at hotel (Credit Card guaranteed)"" payment option when you book via their website is occasionally gone. The second one is that their Simple Business Package oddly only available for Harris Room type and the Harris Bright room""",
Tanah Abang,"Room is super clean and neat, bathroom is awesome, tons of tv channel options, cafe upstairs with plenty of delicacies , and i personally love the room design! 100% would go back to this hotel in the future!  Of course, Receptionist are nice and helpful too!",
Tanah Abang,Here for staycation and overall satisfied with the room and facilities. The room is clean and cold. The only thing lacking is the room is not soundproof. This hotel also have a rooftop cafe with the view of Jakarta 👍,
Tanah Abang,"It's a very nice and pleasant budget place, with a rooftop cafe with great city view! Overall very satisfied with this hotel. The staffs are friendly and helpful!! Shower is great with strong current and hot water",
Tanah Abang,"Booked a superior room with a pretty good outdoor view. Got a good indulgence with their lovely-packaged amenities and all.  The staffs were nice and quite informative of the area or facilities, however one small setback the floors were not too clean and some of the interiors were a bit dusty. Highly appreciate it if the management could look into the hygiene problem because it can be quite inconvenient.",
Tanah Abang,"This hotel has four floors with the following explanation: - Total Rooms: 33 Rooms (21 Superior Rooms, 08 Deluxe Rooms, 02 Premier One Bed Suite & 02 Sawana Suites Rooms) - 1st floor there is a Reception, Meeting Room, Swimming Pool located behind the Reception and several guest rooms - Floors 2 & 3 are all rooms for guests - Floor 4 there are several rooms for guests and the Upstairs Cafe open from 06:30 to 10:00 for breakfast time for guests staying at this hotel then open for public on 10:00 to 24:00  According to our experience while staying at this hotel are: * First, we felt that the hotel staff service was very friendly, because when we checked in we got a room on the 2nd floor where the room was quite dirty in our opinion. Then we tried contacting the receptionist to ask",
Tanah Abang,"Been staying here for several times. Strategically located, new hotel with instagrammable interior, delicious food, and amazing staffs! Will definitely bring my family and relatives to stay here after the pandemic.",
Tanah Abang,"Service: 10/10 Stayed here to celebrate my anniversary with my fiancé. One day before check-in i asked them if they could decor my room and they said they could help display our pictures on TV and a pair of towel swan on our bed. They also gave us a fruit platter!!! Their check in time is at 2 pm, however i got there early and luckily our room was ready by then. I was so happy because i needed to put my surprise gift for my fiancé and some artifical rose petals as decoration. Special thanks to Miss Jessyca, she was very helpful and lovely.   Food: 6/10 We ordered nasi goreng kampung and omelette for breakfast. However they got our order wrong. Instead of nasi goreng kampung, they gave us nasi goreng oriental. Both fried rice and omelette were cold. Would have tasted better if",
Tanah Abang,"Stayed here for short vacation to Jakarta. The room was very clean and completed also with huge smart screen. You can also order tasty and variety in room breakfast, since the local government close the all dinning services and only serve the takeaway foods and drinks. Thanks Bu Dayu, Deo, Steve and everyone at Ibis Styles Jakarta Tanah Abang. Definitely will comeback to this hotel.",
Tanah Abang,"My husband and I were staying at this hotel because quite near to our house. We need one night staycation apart from babies and work. When we checked in, the security welcomed us and helped us with the luggage. He checked our temperature and reminded us to use hand sanitizer placed at the entrance before entering the main door. When we checked in, I need to fill up the declaration COVID 19 form (awesome !). We booked a superior room, and the room has a lot of space, very clean (important!!), and the room's design is very lovely. Very instagramable in every corner of this hotel. We ordered room service for dinner, and we could see the menu from the TV or the barcode place at our bedside (high technology). We ordered Nasi goreng gila, and ayam geprek. Oh man that so delicious and",
Tanah Abang,"This hotel’s location was good, and provide bus service to biggest mall in jakarta. Room very clean and comfort. Service also a point why I stay here, warmest welcome from checkin to checkout. I have ordered some foods its taste great with affordable price. Overall satisfied!",
Tanah Abang,Had a wonderful stay there. Nice staffs especially the man at the reception(sorry forgot his name). Breakfast included. Nice room and bed. On a main road. Nice location. Facilities nearby. Shopping malls near.,
Tanah Abang,"Hotel looks convy but unfortunately all tv channels were blank and there was no entertainment in the room, after giving this information,regrettably all tv were blank in all hotel's room, no one can fix this issue. Male Reception was not so helpful and looks like no emphaty also, very bad experience.",
Tanah Abang,"I have a huge expectation with this hotel because, first it located on “golden route” sarinah & tanah abang, side to side with holiday inn and kosenda which is good hotel, and have a higher rate than juno hotel that already have a good room. But when i went there i was disappointed. The room is dirty that makes me request to change the room. And the new room only made a bit difference. The room wall is so dirty, broken closet and the linen is not clean. The only good thing about this hotel is only it’s location.",
Tanah Abang,The service is quick and simple for reception. Clean and friendly staff for services. Recomended hotel for staying a view days in center city. We hope will be back again. Biggest mall in thamrin nearest by the hotel just walk,
Tanah Abang,Amazing hotel and good staff for first stay at this hotel. Location is strategic for holiday in the city. Room is cozy decoration and restaurant. Simple hotel and quick check in. The area food many departement store sarinah and tanah abang,
Menteng,Lovely breakfast provide it by Sana Sini team The service topnotch and food was great. Croissants and pain au chocolate was the best and the Indonesia food was delicious  Glad to be back in town 😀😀😀,
Menteng,"Love this hotel.. got a friendly service in all area and have been complied with health protocol..  during the breakfast session,we have been treated a well services from Mr Arvi and team.  Thank you very much for the hospitality..  Novi and Wenny",
Menteng,"It was such a great getaway to escape the hectic world of work schedule for a while. The service from the staffs was very good, and they made sure the room is disinfected first before we enjoy our stay. We were allowed to decorate the room too and it was so much fun! Also, we love the view of Jakarta from our suite too! We would definitely go back here for another staycation!",
Menteng,"Nice to stay back in Pullman, Thamrin all the staff in this hotel are really warm welcome us as a family we are really Happy and enjoyable to stay for celebration, I also enjoy the view I will come back to stay and I so Happy for surprise to my Daughter",
Menteng,"Great staff, i was served by Arvi.. he explained recommended menu and we ordered Salmon Teriyaki Set menu and Mie goreng.  Food was great, service was great. Cleanliness was great as well as they do covid19 protocols. We would like to return for sure.",
Menteng,"Attentive staffs! Though the variety of breakfast was limited the staffs tried very hard to accomodate us👍.  The room was okay. They also provided us with healthy kits, such as masks and hand sanitizer.",
Menteng,"So happy stay at morrisey hotel ,room very comfortable. For service very helpful and friendly especially windy and dwiky. This hotel near from grand indonesia and monumen nasional icon of jakarta.....",
Menteng,"The Morrissey team is composed of professional, helpful, energetic and sincere young people. They are always ready to help the customers. In my seven days of stay, I really felt at home. During the current pandemic challenge, a warm welcome like in Morrissey Hotel Residence is very much needed.  I plan to stay here again very soon.",
Menteng,"Been several times stay in Jakarta never been happier that I stay In morissey Hotel . The room,the facilities and the most over all is the Best service among other Hotel in Jakarta .  Note The breakfast buffet selection are beyond amazing .",
Menteng,"I stayed in city loft room and it's spacious,comfy and super clean. Healthy kit (hand sanitizer, face mask) is provided. Lovely staffs and tasty foods. Point plus, you can order foods and beverages from Ocha & Bella restaurant, and delivered to your room. Excellent stay! Thank you.",
Menteng,"Nice hotel and place to escape a while from my routine at Jakarta, the room was nice everything went well, unless for the TV at bathroom please to make sure the network connection run well.   I like the system and health protocol during breakfast time, was good with the book arrangement, and the crew always standby to serve all the guest. Good job, keep it up",
Menteng,"From the beginning while entering the Hotel Indonesia Kempinski building, we felt the warmth welcome from the hotel staff. The elegance and luxury of the interior also makes the feeling soar. Service at the front office is fast and pleasant. Likewise when entering my spacious and luxurious room. When entering the bathroom area, you can feel the luxury of this hotel, a large bathtub and a very luxurious closet that is fully automatic. Toiletries are very complete, and unlike other hotels that limit drinking water for guests, here we are offered to add drinking water if it feels not enough. Giant towels, it is sometimes troublesome to use because they are heavy. The small thing that feels lacking is writing tools, if at the Apurva, Kempinski, Bali it is equipped with beautiful",
Menteng,"Bad 1. My shower cant work right, then need to fix it. 2. i must face manager for late check out, and make a bad situation after eat breakfast 3. i ask high floor but i had low floor and i cant see the nice view in my bathtub or my dinner  good 1. they give us access to lobby lounge 2. they write Birthday on window its a good thing !!! i like it 3. i have a birthday cake  after i complain about this stuff, they had negotiated me to return our payment or stay for a night. i choose stay for a night. but i dont have any occasion except new year eve, i want to celebrate with big family. but the hotel team think twice then return our money as a payment. so deeply sad! is that how you treat your customer? to make choice not givin the best of what you had to make happy the customer to",
Menteng,"Hotel Indonesia Kempinksi has just popped up into my mind when I think where to spend my special day. Providing spacious room with bathtub and exquisite food, Hotel Indonesia Kempinski was welcoming me with unforgettable birthday wish.  However, it would be nice if in the future this hotel also provide music player, so that we, as a guest, are able to enjoy the staycation as nowadays people are rarely watching television.",
Menteng,"As a discovery black member, this is my favorite place to stay when i go to Jakarta. Its near Grand Indonesia Shopping Mall.. and The OKU Restourant is a must try when you stay there. The staff and the manager are friendly. I stay more than 20 nights this year.. so far i have excellent experience.. even sometimes the hotels have troubles, but the staff manage troubles quickly, and give me compensation.   So its a 5/5 star hotel experience.",
Menteng,"We stayed as a family with toddler (1.5 years) for 3 nights in Oriental Suite Room.  The room was huge (95 sqm) consisted of livingroom and bedroom with a huge bathroom. We could feel that the room was quite old but nevertheless still classy and well maintained. The furniture and bedding were top notch, no complain whatsoever in that regards.  The bathroom amenities were Acqua Di Parma which was one of our favorite, and to our surprise, by staying in a suite we got the big bottles which is very satisfying.   Of course the main advantage of getting room at Mandarin Oriental Jakarta was the view and what a view it was! We got two vistas, one overlooking the welcome monument and the other Jalan Sudirman. For the price it offered, we believe Mandarin will give you the best bang for",
Menteng,"We stayed for our 3rd Wedding Anniversary and was pleasantly delighted.  - We were delighted by the anniversary decoration that was prepared beforehand. There were balloons, banners, bed decorations and cakes prepared - We stayed during COVID pandemic with our almost 2 year old daughter but is pleased with the COVID prevention. There were hand sanitizers, room were sealed after disinfected. Pool and breakfast restaurant is limited using periodic slots. Food is still buffet style but served and taken by the waiters so it is safer. - The room itself is facing the HI fountain and was great view  - An improvement that maybe I can give is that the amount of waiters might be insufficient to serve everyone (we dined at Lifeng as well), probably because of layoffs and cutoffs due to",
Menteng,"As always always always. Never disappointing.. this has been my more than 3 times stays ib this past 3 months in MO, and we even planned to stay here again in the next month. Even in this pandemic situation they keep safety protocols first. Such as in room breakfast to avoid crowd in the restaurant, queueing system for the gym and swinng pool facility, it's not easy but they managed to do it well, we always feel safe during our stay in MO. Btw if you're planning to bring your bicycle, they will also let you put it in the concierge. Best experience always. Thank you MO.",
Menteng,"Really glad to get this kind of suprises, especially my nephew, he is really happy to see the balloon also the cakes. Thank you for the great hospitality especially for Mr. Nanang & Ms. Inggrid xoxo :)",
Menteng,"Super grateful to all of the Lifeng team for making my day special!!!  They are super accommodating and helpful during the planning. I even revised my plan twice and yet Bu Beta still managed to help and being super understanding.   Everything was set up perfectly, They were the one who planned everything with the decor team without me having to feel worry. The service was over the top, I even requested VIP treatment for certain tables and they still wing it with the small crews.  Not only for my guests, they also served the crew like MC and photographer on my behalf, which I am super thankful for.   Thank you again team Li Feng: Beta, Rizky, Ais, tantri, kelvin, devita, Maya, Shena, Sabila.",
Menteng,"Stayed there for a short vacation in Jakarta. Located in Central Jakarta and with many eatery around hotel (Sabang Street Food) surely this hotel is a good choice for who love to eat in their holiday. Check in and Check out was quick, Room was nice and spacious, the staff are very friendly and helpful especialy Yedo who handle my request by Phone. Everything in this hotel is cool. Hopefully i can go back to this hotel and tried their buffet nex time.",
Menteng,"Stay for 1 day only. Pool is on 4th floor with city view. Room is very clean, perfectly located in city center and beer house is just 100m away from this :) also, sabang ( food street ) is walking distance as . definitely worth to stay with decent price :)",
Menteng,It was a super beautiful experience ! Very friendly staff . They were very helpful ! They helped me with my train booking and the surprise i had too plan it was Amazing big thanks to Albert Mytha Yono Amir Fiska  Very helpful amazing stay,
Menteng,"Rightfully so Aone gets high reviews. Pricewise it’s a great choice. Location is unbeatable, in the heart of Menteng, near shopping & food. Room is quite new, not too big but ok. Breakfast has many options. Pool is small but great views. Staff does a great job.",
Menteng,"Clean room, nice food and friendly waiters, esp Firman Setiadi who was very helfpul. The variety of food choices and so much healthy preferences. Furthermore, the wifi connection was so strong at every corner of the hotel. The gym is OK, need more dumbles and pleas provide towels. Staff uniform is outgoing.",
Menteng,"Located in the heart of Jakarta and surrounded by culinary places, clean room with amenities and JBL speaker. Breakfast in the box like bento with 2 glasses mineral water which not enough for me and my husband. But overall ok for money and service. Thanks.",
Menteng,"Great place,Amazing food, had a nice vegan breakfast. Thanks to bianca for helping me get my specific kind of breakfast (vegan) so i dont have to be on a lookout in the morning. Room was very clean and comfy.",
Menteng,"This was my first trial to reserve one night in Ashley with my daughter. Very surprised with the ambiance and room. It was very clean, room was very comfortable and it has unique design. I guess all the rooms has big window ... so you can enjoy great view from the room. amenities were quite good .. my daughter loves the room. as we stayed in pandemic situation, the room were sanitized well and .. its really clean.  This hotel served breakfast which is packed in bento box. the box inside was rice with chicken, scrambled egg, veggies and fruits. It looks yummy ... but we usually didn't take rice in the morning. so sorry we have to leave the remaining food.  For suggestion, I guess its better to make breakfast optional  and ask to the guest when they check in since .. not all the",
Menteng,"The location of course! The hotel is clean also. I slept in superior room, basic but all you need is there. Staffs are friendly, the security, the receptionists, the housekeeper did also their job very good. Special credit for Inggrit at the reception. She gives excellent service: always serve with smile although i know some guests are intimidative, and she greets me always by name. She is an asset for the hotel!",
Menteng,"One of the most important thing especially during this time is super clean room! Ashley offers great room with a great services, they also sealed each door with sticker to make sure & show the guests that they already did special treat to ensure guests safety. This is not my first time staying at Ashley, and will surely come back again.  Special thanks to mas Aldi & mba Inggrit for being such a helpful persons.  Best, Adna Dewi",
Menteng,"The place is clean, so comfortable, the staff is very helpful and friendly, specialy Yessica the recepsionist. the breakfast is nice, the interior is very good..  the price is very afforadle. The place is very strategic in central jakarta",
Menteng,"I enjoyed my workcation here. The bed so comfy, the room and hotel so clean tho. I expected to stay back either i'll go for workcation or staycation.  And.. Ms. Yessica fast respond with the complaint. Thanks!",
Menteng,"The best boutique hotel we’ve ever stayed.  Clean room, complete facilities in the room, and good breakfast.  We always get the cheapest price to stay.  Its our third time stay at this hotel.  Friendly staff especially Mr. Anthony, very fastest services.. thanks a lot.. And we will back again when in Jakarta.",
Menteng,"all the staff were very helpful and kind. the place is so clean and spacious. the price is affordable too for a hotel in Central Jakarta area. the only thing that makes me uncomfortable is the parking area, but that’s fine cos the hotel’s management is taking responsibility for it. Yessica as the receptionist was very friendly and polite. thank you Stanley Hotel!",
Menteng,"I looking for a place where i can stay and relax for my bussines trip. Considering location and room rate this hotel meet all the aspects that I need.  simple clean and friendly staff, especially the staff at the receptionist Pak Dhana, the check-in process was smooth and fast.",
Menteng,"We stayed over the weekend to celebrate our wedding anniversary. Stayed at the penthouse (president suites). It was very delightful. In my holiday, I almost never stayed at standard room (more than 90%), and this stay, was extra ordinary. The staffs are super. Very sincere and the hospitality shown, is top notch flaw less. The experiences was started even before we checked in, even before I upgrade the room. The staff help me smuggled"" the flowers, our wedding pictures and disinfectant them then put them in the suite. They also added some decoration. Ms Kenny, Ms Aurora and Mr Arief were helping me during the surprise preparation.  During the stay, all are superb. The service, hospitality, sincerity all at the highest standard. They even well arranged the taxi for my morning""",
Menteng,"i stay at this hotel for 1 night, this hotel is nice view with a big tree in front of hotel, and in the morning many bird stay on this tree, the birds are betet/nuri (small parrot). all staff are nice person and helpful, the room is comfort for sleep, oh ya the breakfast is good and yummy",
Menteng,"We came to the hotel last monday, and went straight to The Koffee. We welcomed by Asti. Very polite, very nice. Quite knowledgeable, she explained a little bit about a menu, very impressive, and she offer coffee blend palm sugar, which is my husband favorite, everything was nice, Asti served us very well, without being exaggerated, We’ll definitely coming back!!!",
Menteng,We arrived to a quiet hotel at the start of the Covid Crisis. The staff was very attentive while we were there. The restaurant was magnificent and the pool grounds are resort style. Security is top notch. The bedding was delightful. We found it to be centrally locates and across the street from a train stop on the local transportation. This hotel is 100 % accessible.,
Menteng,"1. Great service from the staff. Specially the FO(Ms Aurora thanks for the cookies and Ms Milla), Concierge, pool, and waiters who delivered my food. Also the doorman, security and the other staff.  2. Great taste for the food (beside bf, I also ordered for lunch and dinner) but maybe you need put a pen or pencil for writing in bf card before hanging in front of the door.  3. The room cleanliness, very good.  4. Wi-Fi connection need more improvement, more fast I think.  5. The pool? Fyi, if you want to swimming at the pool. You need booked first at concierge, because the pool allowed only 57 pax due to social distancing.  Overall, 9,5 for your score. Thanks for your services 😊",
Menteng,Beautifully decorated hotel in the heart of Menteng near to many malls and food places. The price is excellent for a quick stay anytime. The Dulce Gusto machine in the rooms is a thumbs up! Each floor is decorated by a different artist too!,
Menteng,"It was my 2nd time here and one of my favourite place to stay.  Friendly staff, lovely hotel design and a nice rooftop bar. The only negative point i have is the room is a bit dark ! other then that i really enjoy my staff here !",
Menteng,"Artotel is just like its name. The room interior is minimalist, industrial type and full of art. Very nice, cozy, and suitable for honeymoon, babymoon or staycation with family. The location is also strategic, it's across Sarinah Thamrin, near Jl. Sabang. The neighbourhood is full of restaurant, there's Hongkong Cafe, Bakmi GM, Total Fruit Store, and Pisa Cafe. You can just walk to reach there. And if you stay on the weekend, you can easily join the car free day every Sunday morning.",
Menteng,"I knew Artotel for its artsy experience as well as good hospitality for a competitive price.  For the record, this is a long due review. Hopefully things already better now.  First of all, it is a common understanding that check-in time is at 2 PM or the latest by 3 PM. By the time I arrived at 4 PM, surprisingly receptionist informed me that the room wasn't ready.  Another note on the reception staff, I was not being greeted like any normal hotel staffs would do when guests arriving at the premise. Maybe he was tired, no smile at all.  Fortunately, it didn't take a long wait for us to check-in into our room.  When I entered the room. It was okay, but the cleaning wasn't thorough. I spotted several area covered in dust a bit and a bit of litter around table near the window.",
Menteng,"It was my second visit (the first one was in late May 2018). I booked the Studio 20 unit for a night, just like my first visit. However, this time I asked for a room with a double bed instead of twin beds. The interior was, as expected, artsy and funky. The furniture items were great and the working chair made a twist to my visit (due to its shape, I thought the chair was broken but it was just the structure). Having a room on the 6th floor, I could enjoy a better view this time. However, TV channels disappeared a couple of times and I had to turn the TV off to get them back. The bathroom was just fine. No objection.   The check-in process was quick and easy. Staff members were helpful, especially the front-liners. I also visited BART to have some drinks and this time, the staff",
Menteng,"It was wonderful experiences for me staying at Novotel Jakarta Cikini. Room 807 was perfect for me, clean and comfortable, the breakfast also nice. I like the Nasi Goreng and the Black Coffee was very good!, I was assisted by Tamara the Guest Relation, she was kind and amazing, I will be back for sure! sekitar minggu depan lah.",
Menteng,The first thing made me love the is how i got welcome by the staffs all of them are so kind and helpful especially ms.tamara thanks to her amd everyone there . Second i love room design and arabic channels. For i sure i will be back,
Menteng,"What a great brand new hotel in cikini. The room was amazing, unfortunately i came when the gym and pool still close due to PSBB. The allsafe implementation was great. But the one who makes my stay outstanding because of Ms.Tamara delightful service. SHE WAS 10/10!!!!  I'll come back for sure!!!",
Menteng,"this time, i stay for 4 days 3 night for training, this hotel already work by new normal with equipment for make all guest secure, comfort and healty. hotel have thermal gun, all staf using mask, face lift and hand glove, many hand sanitizer for guest",
Menteng,"Well, it's more than three times I've been staying at Novotel Jakarta Cikini. The most reasons why I come back all the staff are very welcome and so kind especially Mr. Aris, Mr. Rohim, Mrs. Fitri and Mrs. Weni. They are really treat me so well. Another nice thing my room always got upraded. The accomodation itself also great such as wide and nice room, comfy bed, every corner is clean and neat. And when it comes to breakfast time, the food also tastes good even tho not much options has to offer. Nevertheless every aspect really hit me well. Definitely would come back stay there again. See you soon Novotel Jakarta Cikini 😊",
